Title,page_no,recitation_no,recitation,image_pages,ayet_sayisi,etiketler,sureler
Sayfa 496,496,1,public://quran_audio/alafasy-Sayfa496.mp3,public://quran_images/sayfa-496.png,18,,
Sayfa 497,497,1,public://quran_audio/alafasy-Sayfa497.mp3,public://quran_images/sayfa-497.png,21,,
Sayfa 498,498,1,public://quran_audio/alafasy-Sayfa498.mp3,public://quran_images/sayfa-498.png,20,,
Sayfa 499,499,1,public://quran_audio/alafasy-Sayfa499.mp3,public://quran_images/sayfa-499.png,13,,
Sayfa 500,500,1,public://quran_audio/alafasy-Sayfa500.mp3,public://quran_images/sayfa-500.png,9,,
Sayfa 501,501,1,public://quran_audio/alafasy-Sayfa501.mp3,public://quran_images/sayfa-501.png,10,,
Sayfa 502,502,1,public://quran_audio/alafasy-Sayfa502.mp3,public://quran_images/sayfa-502.png,10,,
Sayfa 503,503,1,public://quran_audio/alafasy-Sayfa503.mp3,public://quran_images/sayfa-503.png,9,,
Sayfa 504,504,1,public://quran_audio/alafasy-Sayfa504.mp3,public://quran_images/sayfa-504.png,6,,
Sayfa 505,505,1,public://quran_audio/alafasy-Sayfa505.mp3,public://quran_images/sayfa-505.png,8,,
Sayfa 506,506,1,public://quran_audio/alafasy-Sayfa506.mp3,public://quran_images/sayfa-506.png,7,,
Sayfa 507,507,1,public://quran_audio/alafasy-Sayfa507.mp3,public://quran_images/sayfa-507.png,11,,
Sayfa 508,508,1,public://quran_audio/alafasy-Sayfa508.mp3,public://quran_images/sayfa-508.png,8,,
Sayfa 509,509,1,public://quran_audio/alafasy-Sayfa509.mp3,public://quran_images/sayfa-509.png,10,,
Sayfa 510,510,1,public://quran_audio/alafasy-Sayfa510.mp3,public://quran_images/sayfa-510.png,9,,
Sayfa 511,511,1,public://quran_audio/alafasy-Sayfa511.mp3,public://quran_images/sayfa-511.png,9,,
Sayfa 512,512,1,public://quran_audio/alafasy-Sayfa512.mp3,public://quran_images/sayfa-512.png,6,,
Sayfa 513,513,1,public://quran_audio/alafasy-Sayfa513.mp3,public://quran_images/sayfa-513.png,8,,
Sayfa 514,514,1,public://quran_audio/alafasy-Sayfa514.mp3,public://quran_images/sayfa-514.png,5,,
Sayfa 515,515,1,public://quran_audio/alafasy-Sayfa515.mp3,public://quran_images/sayfa-515.png,5,,
Sayfa 516,516,1,public://quran_audio/alafasy-Sayfa516.mp3,public://quran_images/sayfa-516.png,7,,
Sayfa 517,517,1,public://quran_audio/alafasy-Sayfa517.mp3,public://quran_images/sayfa-517.png,7,,
Sayfa 518,518,1,public://quran_audio/alafasy-Sayfa518.mp3,public://quran_images/sayfa-518.png,15,,
Sayfa 519,519,1,public://quran_audio/alafasy-Sayfa519.mp3,public://quran_images/sayfa-519.png,20,,
Sayfa 520,520,1,public://quran_audio/alafasy-Sayfa520.mp3,public://quran_images/sayfa-520.png,16,,
Sayfa 521,521,1,public://quran_audio/alafasy-Sayfa521.mp3,public://quran_images/sayfa-521.png,24,,
Sayfa 522,522,1,public://quran_audio/alafasy-Sayfa522.mp3,public://quran_images/sayfa-522.png,21,,
Sayfa 523,523,1,public://quran_audio/alafasy-Sayfa523.mp3,public://quran_images/sayfa-523.png,23,,
Sayfa 524,524,1,public://quran_audio/alafasy-Sayfa524.mp3,public://quran_images/sayfa-524.png,17,,
Sayfa 525,525,1,public://quran_audio/alafasy-Sayfa525.mp3,public://quran_images/sayfa-525.png,18,,
Sayfa 526,526,1,public://quran_audio/alafasy-Sayfa526.mp3,public://quran_images/sayfa-526.png,26,,
Sayfa 527,527,1,public://quran_audio/alafasy-Sayfa527.mp3,public://quran_images/sayfa-527.png,18,,
Sayfa 528,528,1,public://quran_audio/alafasy-Sayfa528.mp3,public://quran_images/sayfa-528.png,24,,
Sayfa 529,529,1,public://quran_audio/alafasy-Sayfa529.mp3,public://quran_images/sayfa-529.png,21,,
Sayfa 530,530,1,public://quran_audio/alafasy-Sayfa530.mp3,public://quran_images/sayfa-530.png,22,,
Sayfa 531,531,1,public://quran_audio/alafasy-Sayfa531.mp3,public://quran_images/sayfa-531.png,24,,
Sayfa 532,532,1,public://quran_audio/alafasy-Sayfa532.mp3,public://quran_images/sayfa-532.png,23,,
Sayfa 533,533,1,public://quran_audio/alafasy-Sayfa533.mp3,public://quran_images/sayfa-533.png,28,,
Sayfa 534,534,1,public://quran_audio/alafasy-Sayfa534.mp3,public://quran_images/sayfa-534.png,25,,
Sayfa 535,535,1,public://quran_audio/alafasy-Sayfa535.mp3,public://quran_images/sayfa-535.png,34,,
Sayfa 536,536,1,public://quran_audio/alafasy-Sayfa536.mp3,public://quran_images/sayfa-536.png,26,,
Sayfa 537,537,1,public://quran_audio/alafasy-Sayfa537.mp3,public://quran_images/sayfa-537.png,23,,
Sayfa 538,538,1,public://quran_audio/alafasy-Sayfa538.mp3,public://quran_images/sayfa-538.png,8,,
Sayfa 539,539,1,public://quran_audio/alafasy-Sayfa539.mp3,public://quran_images/sayfa-539.png,7,,
Sayfa 540,540,1,public://quran_audio/alafasy-Sayfa540.mp3,public://quran_images/sayfa-540.png,6,,
Sayfa 541,541,1,public://quran_audio/alafasy-Sayfa541.mp3,public://quran_images/sayfa-541.png,5,,
Sayfa 542,542,1,public://quran_audio/alafasy-Sayfa542.mp3,public://quran_images/sayfa-542.png,6,,
Sayfa 543,543,1,public://quran_audio/alafasy-Sayfa543.mp3,public://quran_images/sayfa-543.png,5,,
Sayfa 544,544,1,public://quran_audio/alafasy-Sayfa544.mp3,public://quran_images/sayfa-544.png,10,,
Sayfa 545,545,1,public://quran_audio/alafasy-Sayfa545.mp3,public://quran_images/sayfa-545.png,4,,
Sayfa 546,546,1,public://quran_audio/alafasy-Sayfa546.mp3,public://quran_images/sayfa-546.png,6,,
Sayfa 547,547,1,public://quran_audio/alafasy-Sayfa547.mp3,public://quran_images/sayfa-547.png,7,,
Sayfa 548,548,1,public://quran_audio/alafasy-Sayfa548.mp3,public://quran_images/sayfa-548.png,8,,
Sayfa 549,549,1,public://quran_audio/alafasy-Sayfa549.mp3,public://quran_images/sayfa-549.png,5,,
Sayfa 550,550,1,public://quran_audio/alafasy-Sayfa550.mp3,public://quran_images/sayfa-550.png,6,,
Sayfa 551,551,1,public://quran_audio/alafasy-Sayfa551.mp3,public://quran_images/sayfa-551.png,7,,
Sayfa 552,552,1,public://quran_audio/alafasy-Sayfa552.mp3,public://quran_images/sayfa-552.png,9,,
Sayfa 553,553,1,public://quran_audio/alafasy-Sayfa553.mp3,public://quran_images/sayfa-553.png,8,,
Sayfa 554,554,1,public://quran_audio/alafasy-Sayfa554.mp3,public://quran_images/sayfa-554.png,7,,
Sayfa 555,555,1,public://quran_audio/alafasy-Sayfa555.mp3,public://quran_images/sayfa-555.png,7,,
Sayfa 556,556,1,public://quran_audio/alafasy-Sayfa556.mp3,public://quran_images/sayfa-556.png,9,,
Sayfa 557,557,1,public://quran_audio/alafasy-Sayfa557.mp3,public://quran_images/sayfa-557.png,9,,
Sayfa 558,558,1,public://quran_audio/alafasy-Sayfa558.mp3,public://quran_images/sayfa-558.png,5,,
Sayfa 559,559,1,public://quran_audio/alafasy-Sayfa559.mp3,public://quran_images/sayfa-559.png,7,,
Sayfa 560,560,1,public://quran_audio/alafasy-Sayfa560.mp3,public://quran_images/sayfa-560.png,7,,
Sayfa 561,561,1,public://quran_audio/alafasy-Sayfa561.mp3,public://quran_images/sayfa-561.png,5,,
Sayfa 562,562,1,public://quran_audio/alafasy-Sayfa562.mp3,public://quran_images/sayfa-562.png,12,,
Sayfa 563,563,1,public://quran_audio/alafasy-Sayfa563.mp3,public://quran_images/sayfa-563.png,14,,
Sayfa 564,564,1,public://quran_audio/alafasy-Sayfa564.mp3,public://quran_images/sayfa-564.png,20,,
Sayfa 565,565,1,public://quran_audio/alafasy-Sayfa565.mp3,public://quran_images/sayfa-565.png,26,,
Sayfa 566,566,1,public://quran_audio/alafasy-Sayfa566.mp3,public://quran_images/sayfa-566.png,18,,
Sayfa 567,567,1,public://quran_audio/alafasy-Sayfa567.mp3,public://quran_images/sayfa-567.png,27,,
Sayfa 568,568,1,public://quran_audio/alafasy-Sayfa568.mp3,public://quran_images/sayfa-568.png,27,,
Sayfa 569,569,1,public://quran_audio/alafasy-Sayfa569.mp3,public://quran_images/sayfa-569.png,30,,
Sayfa 570,570,1,public://quran_audio/alafasy-Sayfa570.mp3,public://quran_images/sayfa-570.png,14,,
Sayfa 571,571,1,public://quran_audio/alafasy-Sayfa571.mp3,public://quran_images/sayfa-571.png,18,,
Sayfa 572,572,1,public://quran_audio/alafasy-Sayfa572.mp3,public://quran_images/sayfa-572.png,13,,
Sayfa 573,573,1,public://quran_audio/alafasy-Sayfa573.mp3,public://quran_images/sayfa-573.png,15,,
Sayfa 574,574,1,public://quran_audio/alafasy-Sayfa574.mp3,public://quran_images/sayfa-574.png,19,,
Sayfa 575,575,1,public://quran_audio/alafasy-Sayfa575.mp3,public://quran_images/sayfa-575.png,19,,
Sayfa 576,576,1,public://quran_audio/alafasy-Sayfa576.mp3,public://quran_images/sayfa-576.png,29,,
Sayfa 577,577,1,public://quran_audio/alafasy-Sayfa577.mp3,public://quran_images/sayfa-577.png,28,,
Sayfa 578,578,1,public://quran_audio/alafasy-Sayfa578.mp3,public://quran_images/sayfa-578.png,26,,
Sayfa 579,579,1,public://quran_audio/alafasy-Sayfa579.mp3,public://quran_images/sayfa-579.png,20,,
Sayfa 580,580,1,public://quran_audio/alafasy-Sayfa580.mp3,public://quran_images/sayfa-580.png,25,,
Sayfa 581,581,1,public://quran_audio/alafasy-Sayfa581.mp3,public://quran_images/sayfa-581.png,31,,
Sayfa 582,582,1,public://quran_audio/alafasy-Sayfa582.mp3,public://quran_images/sayfa-582.png,30,,
Sayfa 583,583,1,public://quran_audio/alafasy-Sayfa583.mp3,public://quran_images/sayfa-583.png,26,,
Sayfa 584,584,1,public://quran_audio/alafasy-Sayfa584.mp3,public://quran_images/sayfa-584.png,30,,
Sayfa 585,585,1,public://quran_audio/alafasy-Sayfa585.mp3,public://quran_images/sayfa-585.png,40,,
Sayfa 586,586,1,public://quran_audio/alafasy-Sayfa586.mp3,public://quran_images/sayfa-586.png,31,,
Sayfa 587,587,1,public://quran_audio/alafasy-Sayfa587.mp3,public://quran_images/sayfa-587.png,23,,
Sayfa 588,588,1,public://quran_audio/alafasy-Sayfa588.mp3,public://quran_images/sayfa-588.png,29,,
Sayfa 589,589,1,public://quran_audio/alafasy-Sayfa589.mp3,public://quran_images/sayfa-589.png,27,,
Sayfa 590,590,1,public://quran_audio/alafasy-Sayfa590.mp3,public://quran_images/sayfa-590.png,23,,
Sayfa 591,591,1,public://quran_audio/alafasy-Sayfa591.mp3,public://quran_images/sayfa-591.png,27,,
Sayfa 592,592,1,public://quran_audio/alafasy-Sayfa592.mp3,public://quran_images/sayfa-592.png,31,,
Sayfa 593,593,1,public://quran_audio/alafasy-Sayfa593.mp3,public://quran_images/sayfa-593.png,26,,
Sayfa 594,594,1,public://quran_audio/alafasy-Sayfa594.mp3,public://quran_images/sayfa-594.png,26,,
Sayfa 595,595,1,public://quran_audio/alafasy-Sayfa595.mp3,public://quran_images/sayfa-595.png,26,,
Sayfa 596,596,1,public://quran_audio/alafasy-Sayfa596.mp3,public://quran_images/sayfa-596.png,25,,
Sayfa 597,597,1,public://quran_audio/alafasy-Sayfa597.mp3,public://quran_images/sayfa-597.png,26,,
Sayfa 598,598,1,public://quran_audio/alafasy-Sayfa598.mp3,public://quran_images/sayfa-598.png,17,,
Sayfa 599,599,1,public://quran_audio/alafasy-Sayfa599.mp3,public://quran_images/sayfa-599.png,16,,
Sayfa 600,600,1,public://quran_audio/alafasy-Sayfa600.mp3,public://quran_images/sayfa-600.png,25,,
Sayfa 601,601,1,public://quran_audio/alafasy-Sayfa601.mp3,public://quran_images/sayfa-601.png,17,,
Sayfa 602,602,1,public://quran_audio/alafasy-Sayfa602.mp3,public://quran_images/sayfa-602.png,14,,
Sayfa 603,603,1,public://quran_audio/alafasy-Sayfa603.mp3,public://quran_images/sayfa-603.png,14,,
Sayfa 604,604,1,public://quran_audio/alafasy-Sayfa604.mp3,public://quran_images/sayfa-604.png,15,,
